agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
012,"Department of Labor",012-05-0174,"Training and Employment Services",2025,"CIO Authority",22.451004
012,"Department of Labor",012-05-0174,"Training and Employment Services",2025,"Budget Authority",22.451004
012,"Department of Labor",012-05-0174,"Training and Employment Services",2025,"Funding Total",22.186204
012,"Department of Labor",012-25-0165,"Salaries and Expenses",2025,"CIO Authority",24.413975
012,"Department of Labor",012-25-0165,"Salaries and Expenses",2025,"Budget Authority",23.793843
012,"Department of Labor",012-25-0165,"Salaries and Expenses",2025,"Funding Total",24.433029
012,"Department of Labor",012-11-1700,"Salaries and Expenses",2025,"CIO Authority",12.162099
012,"Department of Labor",012-11-1700,"Salaries and Expenses",2025,"Budget Authority",12.162099
012,"Department of Labor",012-11-1700,"Salaries and Expenses",2025,"Funding Total",18.000964
012,"Department of Labor",012-27-0106,"Office of Inspector General",2025,"CIO Authority",0
012,"Department of Labor",012-27-0106,"Office of Inspector General",2025,"Budget Authority",0
012,"Department of Labor",012-27-0106,"Office of Inspector General",2025,"Funding Total",8.574
012,"Department of Labor",012-15-1521,"Special Benefits",2025,"CIO Authority",17.42748
012,"Department of Labor",012-15-1521,"Special Benefits",2025,"Budget Authority",17.42748
012,"Department of Labor",012-15-1521,"Special Benefits",2025,"Funding Total",10.373633
012,"Department of Labor",012-22-0148,"Salaries and Expenses",2025,"CIO Authority",11.466578
012,"Department of Labor",012-22-0148,"Salaries and Expenses",2025,"Budget Authority",11.466578
012,"Department of Labor",012-22-0148,"Salaries and Expenses",2025,"Funding Total",13.803158
012,"Department of Labor",012-05-0175,"Community Service Employment for Older Americans",2025,"CIO Authority",1.69744
012,"Department of Labor",012-05-0175,"Community Service Employment for Older Americans",2025,"Budget Authority",1.69744
012,"Department of Labor",012-05-0175,"Community Service Employment for Older Americans",2025,"Funding Total",1.69744
012,"Department of Labor",012-15-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",2025,"CIO Authority",13.378166
012,"Department of Labor",012-15-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",2025,"Budget Authority",13.378166
012,"Department of Labor",012-15-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",2025,"Funding Total",11.167209
012,"Department of Labor",012-26-0166,"Salaries and Expenses",2025,"CIO Authority",1.13812
012,"Department of Labor",012-26-0166,"Salaries and Expenses",2025,"Budget Authority",1.13812
012,"Department of Labor",012-26-0166,"Salaries and Expenses",2025,"Funding Total",1.13923
012,"Department of Labor",012-25-0106,,2025,"CIO Authority",8.574
012,"Department of Labor",012-25-0106,,2025,"Budget Authority",8.574
012,"Department of Labor",012-25-0106,,2025,"Funding Total",0
012,"Department of Labor",012-15-0163,"Salaries and Expenses",2025,"CIO Authority",3.891641
012,"Department of Labor",012-15-0163,"Salaries and Expenses",2025,"Budget Authority",3.891641
012,"Department of Labor",012-15-0163,"Salaries and Expenses",2025,"Funding Total",5.508683
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2022,"CIO Authority",507.447184
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2022,"Budget Authority",507.447186
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2022,"Funding Total",507.447186
026,"National Aeronautics and Space Administration",026-00-0120,Science,2022,"CIO Authority",856.211908
026,"National Aeronautics and Space Administration",026-00-0120,Science,2022,"Budget Authority",856.21191
026,"National Aeronautics and Space Administration",026-00-0120,Science,2022,"Funding Total",856.21191
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2022,"CIO Authority",66.460879
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2022,"Budget Authority",66.46088
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2022,"Funding Total",66.46088
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2022,"CIO Authority",371.859866
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2022,"Budget Authority",371.8499
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2022,"Funding Total",371.8499
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2022,"CIO Authority",10.825991
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2022,"Budget Authority",10.825991
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2022,"Funding Total",10.825991
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2022,"CIO Authority",23.984162
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2022,"Budget Authority",23.960745
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2022,"Funding Total",23.960745
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2022,"CIO Authority",389.266777
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2022,"Budget Authority",389.254893
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2022,"Funding Total",389.254893
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2022,"CIO Authority",0.423421
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2022,"Budget Authority",0.423421
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2022,"Funding Total",0.423421
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2022,"CIO Authority",434.419433
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2022,"Budget Authority",372.229251
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2022,"Funding Total",372.229251
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2023,"CIO Authority",273.565094
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2023,"Budget Authority",273.544564
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2023,"Funding Total",273.544564
026,"National Aeronautics and Space Administration",026-00-0120,Science,2023,"CIO Authority",914.770985
026,"National Aeronautics and Space Administration",026-00-0120,Science,2023,"Budget Authority",914.770985
026,"National Aeronautics and Space Administration",026-00-0120,Science,2023,"Funding Total",914.770985
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2023,"CIO Authority",763.360921
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2023,"Budget Authority",763.360918
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2023,"Funding Total",763.360918
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2023,"CIO Authority",309.368037
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2023,"Budget Authority",309.368036
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2023,"Funding Total",309.368036
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2023,"CIO Authority",23.675385
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2023,"Budget Authority",23.596542
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2023,"Funding Total",23.596542
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2023,"CIO Authority",69.315869
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2023,"Budget Authority",69.315871
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2023,"Funding Total",69.315871
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2023,"CIO Authority",5.604267
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2023,"Budget Authority",5.604267
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2023,"Funding Total",5.604267
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2023,"CIO Authority",0.376691
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2023,"Budget Authority",0.376691
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2023,"Funding Total",0.376691
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2023,"CIO Authority",149.327046
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2023,"Budget Authority",149.327047
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2023,"Funding Total",149.327047
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2024,"CIO Authority",420.046669
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2024,"Budget Authority",336.913455
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2024,"Funding Total",336.913455
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2024,"CIO Authority",10.019455
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2024,"Budget Authority",10.24494
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2024,"Funding Total",10.24494
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2024,"CIO Authority",21.223344
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2024,"Budget Authority",20.648478
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2024,"Funding Total",20.648478
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2024,"CIO Authority",736.245796
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2024,"Budget Authority",736.813798
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2024,"Funding Total",736.813798
026,"National Aeronautics and Space Administration",026-00-0120,Science,2024,"CIO Authority",905.211004
026,"National Aeronautics and Space Administration",026-00-0120,Science,2024,"Budget Authority",906.898713
026,"National Aeronautics and Space Administration",026-00-0120,Science,2024,"Funding Total",906.898713
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2024,"CIO Authority",72.659504
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2024,"Budget Authority",72.659505
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2024,"Funding Total",72.659505
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2024,"CIO Authority",143.134548
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2024,"Budget Authority",143.134548
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2024,"Funding Total",143.134548
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2024,"CIO Authority",284.298893
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2024,"Budget Authority",286.929082
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2024,"Funding Total",286.929082
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2024,"CIO Authority",0.33087
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2024,"Budget Authority",0.33087
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2024,"Funding Total",0.33087
026,"National Aeronautics and Space Administration",026-00-0120,Science,2025,"CIO Authority",822.651187
026,"National Aeronautics and Space Administration",026-00-0120,Science,2025,"Budget Authority",865.826738
026,"National Aeronautics and Space Administration",026-00-0120,Science,2025,"Funding Total",865.826738
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2025,"CIO Authority",753.768112
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2025,"Budget Authority",702.99933
026,"National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",2025,"Funding Total",702.99933
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2025,"CIO Authority",235.086547
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2025,"Budget Authority",258.508697
026,"National Aeronautics and Space Administration",026-00-0115,"Space Operations",2025,"Funding Total",258.508697
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2025,"CIO Authority",366.042199
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2025,"Budget Authority",287.425276
026,"National Aeronautics and Space Administration",026-00-0124,Exploration,2025,"Funding Total",287.425276
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2025,"CIO Authority",69.061319
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2025,"Budget Authority",70.357784
026,"National Aeronautics and Space Administration",026-00-0126,Aeronautics,2025,"Funding Total",70.357784
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2025,"CIO Authority",10.344782
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2025,"Budget Authority",17.786758
026,"National Aeronautics and Space Administration",026-00-0131,"Space Technology",2025,"Funding Total",17.786758
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2025,"CIO Authority",0.302602
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2025,"Budget Authority",0.302602
026,"National Aeronautics and Space Administration",026-00-0128,"Science, Technology, Engineering, and Mathematics Engagement",2025,"Funding Total",0.302602
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2025,"CIO Authority",4.084745
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2025,"Budget Authority",2.437137
026,"National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",2025,"Funding Total",2.437137
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2025,"CIO Authority",212.004791
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2025,"Budget Authority",212.014656
026,"National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",2025,"Funding Total",212.014656
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2022,"CIO Authority",154.885038
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2022,"Budget Authority",0
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2022,"Funding Total",150.191651
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2023,"CIO Authority",0
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2023,"Budget Authority",0
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2023,"Funding Total",131.43485
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2024,"CIO Authority",174.809038
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2024,"Budget Authority",170.306998
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2024,"Funding Total",170.306998
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2025,"CIO Authority",188.273
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2025,"Budget Authority",183.587
429,"Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",2025,"Funding Total",183.587
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2022,"CIO Authority",0
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2022,"Budget Authority",0
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2022,"Funding Total",96.992
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2022,"CIO Authority",0
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2022,"Budget Authority",0
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2022,"Funding Total",49.301
422,"National Science Foundation",422-00-0106,"STEM Education",2022,"CIO Authority",0
422,"National Science Foundation",422-00-0106,"STEM Education",2022,"Budget Authority",0
422,"National Science Foundation",422-00-0106,"STEM Education",2022,"Funding Total",20.226
422,"National Science Foundation",422-00-0106,"STEM Education",2023,"CIO Authority",18.942
422,"National Science Foundation",422-00-0106,"STEM Education",2023,"Budget Authority",18.942
422,"National Science Foundation",422-00-0106,"STEM Education",2023,"Funding Total",18.958
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2023,"CIO Authority",94.191
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2023,"Budget Authority",94.191
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2023,"Funding Total",95.617
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2023,"CIO Authority",47.629
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2023,"Budget Authority",49.226
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2023,"Funding Total",61.345
422,"National Science Foundation",422-00-0106,"STEM Education",2024,"CIO Authority",21.598
422,"National Science Foundation",422-00-0106,"STEM Education",2024,"Budget Authority",21.598
422,"National Science Foundation",422-00-0106,"STEM Education",2024,"Funding Total",0
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2024,"CIO Authority",110.735
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2024,"Budget Authority",110.735
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2024,"Funding Total",127.634
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2024,"CIO Authority",57.202
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2024,"Budget Authority",57.202
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2024,"Funding Total",65.547
422,"National Science Foundation",422-00-0106,"STEM Education",2025,"CIO Authority",2.745
422,"National Science Foundation",422-00-0106,"STEM Education",2025,"Budget Authority",2.746
422,"National Science Foundation",422-00-0106,"STEM Education",2025,"Funding Total",0
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2025,"CIO Authority",131.671
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2025,"Budget Authority",131.67
422,"National Science Foundation",422-00-0100,"Research and Related Activities",2025,"Funding Total",137.028
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2025,"CIO Authority",63.793
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2025,"Budget Authority",63.843
422,"National Science Foundation",422-00-0180,"Agency Operations and Award Management",2025,"Funding Total",67.163
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2022,"CIO Authority",0
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2022,"Budget Authority",0
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2022,"Funding Total",98.120996
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2022,"CIO Authority",0
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2022,"Budget Authority",0
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2022,"Funding Total",275.701356
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2022,"CIO Authority",0
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2022,"Budget Authority",0
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2022,"Funding Total",0.137125
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2023,"CIO Authority",1.023048
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2023,"Budget Authority",2.71631
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2023,"Funding Total",302.341134
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2023,"CIO Authority",37.9611
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2023,"Budget Authority",53.638455
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2023,"Funding Total",101.456454
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2023,"CIO Authority",0
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2023,"Budget Authority",0.137125
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2023,"Funding Total",0.137125
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2023,"CIO Authority",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2023,"Budget Authority",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2023,"Funding Total",42.28739
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2023,"CIO Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2023,"Budget Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2023,"Funding Total",2.672078
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2024,"CIO Authority",3.775817
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2024,"Budget Authority",62.491155
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2024,"Funding Total",179.808137
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2024,"CIO Authority",0
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2024,"Budget Authority",2.383016
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2024,"Funding Total",270.64279
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2024,"CIO Authority",0
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2024,"Budget Authority",0.137536
027,"Office of Personnel Management",027-00-0400,"Office of Inspector General",2024,"Funding Total",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2024,"CIO Authority",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2024,"Budget Authority",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2024,"Funding Total",8.721095
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2024,"CIO Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2024,"Budget Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2024,"Funding Total",3.510092
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2025,"CIO Authority",8.925
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2025,"Budget Authority",0
027,"Office of Personnel Management",027-00-0100,"Salaries and Expenses",2025,"Funding Total",192.0265
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2025,"CIO Authority",1.466961
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2025,"Budget Authority",0
027,"Office of Personnel Management",027-00-0813,"Postal Service Health Benefits Program Implementation Fund",2025,"Funding Total",8.179895
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2025,"CIO Authority",10.186806
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2025,"Budget Authority",0
027,"Office of Personnel Management",027-00-4571,"Revolving fund",2025,"Funding Total",296.974113
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2025,"CIO Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2025,"Budget Authority",0
027,"Office of Personnel Management",027-00-1162,"IT Modernization and Working Capital",2025,"Funding Total",2.667365
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2022,"CIO Authority",0
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2022,"Budget Authority",0
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2022,"Funding Total",257.241099
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2022,"CIO Authority",0
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2022,"Budget Authority",0
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2022,"Funding Total",54.33207
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2022,"CIO Authority",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2022,"Budget Authority",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2022,"Funding Total",5.765252
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2022,"CIO Authority",0
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2022,"Budget Authority",0
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2022,"Funding Total",0.164077
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2022,"CIO Authority",0
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2022,"Budget Authority",0
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2022,"Funding Total",2.100482
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2023,"CIO Authority",0
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2023,"Budget Authority",164.957793
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2023,"Funding Total",185.526348
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2023,"CIO Authority",0
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2023,"Budget Authority",45.931408
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2023,"Funding Total",107.141653
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2023,"CIO Authority",0
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2023,"Budget Authority",0
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2023,"Funding Total",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2023,"CIO Authority",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2023,"Budget Authority",7.840818
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2023,"Funding Total",0.1
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2023,"CIO Authority",0
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2023,"Budget Authority",0
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2023,"Funding Total",2.0253
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2023,"CIO Authority",0
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2023,"Budget Authority",0.164077
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2023,"Funding Total",0.164077
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2024,"CIO Authority",214.288123
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2024,"Budget Authority",168.060941
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2024,"Funding Total",302.417407
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2024,"CIO Authority",191.192323
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2024,"Budget Authority",45.931408
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2024,"Funding Total",24.907105
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2024,"CIO Authority",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2024,"Budget Authority",7.840818
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2024,"Funding Total",0
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2024,"CIO Authority",0
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2024,"Budget Authority",0
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2024,"Funding Total",0
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2024,"CIO Authority",0.1887
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2024,"Budget Authority",0.164077
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2024,"Funding Total",0
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2024,"CIO Authority",2.47665
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2024,"Budget Authority",2.4462
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2024,"Funding Total",2.112655
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2025,"CIO Authority",309.553339
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2025,"Budget Authority",6055.546782
